"station_id","value","datetime","hour","minute","second","value_normalized","water_level_category"
6,0.69,2024-01-01 00:48:08,0,48,8,0.737503615129322,"Normal"
6,0.69,2024-01-01 00:48:08,0,48,8,0.737503615129322,"Normal"
6,0.7,2024-01-01 00:49:08,0,49,8,0.755457971168737,"Normal"
6,0.7,2024-01-01 00:49:08,0,49,8,0.755457971168737,"Normal"
6,0.7,2024-01-01 00:50:08,0,50,8,0.755457971168737,"Normal"
6,0.7,2024-01-01 00:50:08,0,50,8,0.755457971168737,"Normal"
6,0.71,2024-01-01 00:51:08,0,51,8,0.773412327208152,"Normal"
6,0.71,2024-01-01 00:51:08,0,51,8,0.773412327208152,"Normal"
6,0.71,2024-01-01 00:52:08,0,52,8,0.773412327208152,"Normal"
6,0.71,2024-01-01 00:52:08,0,52,8,0.773412327208152,"Normal"
6,0.72,2024-01-01 00:53:08,0,53,8,0.791366683247567,"Normal"
6,0.72,2024-01-01 00:53:08,0,53,8,0.791366683247567,"Normal"
6,0.73,2024-01-01 00:54:08,0,54,8,0.809321039286982,"Normal"
6,0.73,2024-01-01 00:54:08,0,54,8,0.809321039286982,"Normal"
6,0.73,2024-01-01 00:55:08,0,55,8,0.809321039286982,"Normal"
6,0.73,2024-01-01 00:55:08,0,55,8,0.809321039286982,"Normal"
6,0.73,2024-01-01 00:56:08,0,56,8,0.809321039286982,"Normal"
6,0.73,2024-01-01 00:56:08,0,56,8,0.809321039286982,"Normal"
6,0.74,2024-01-01 00:57:08,0,57,8,0.827275395326397,"Normal"
6,0.74,2024-01-01 00:57:08,0,57,8,0.827275395326397,"Normal"
6,0.75,2024-01-01 00:58:08,0,58,8,0.845229751365811,"Normal"
6,0.75,2024-01-01 00:58:08,0,58,8,0.845229751365811,"Normal"
6,0.75,2024-01-01 00:59:08,0,59,8,0.845229751365811,"Normal"
6,0.75,2024-01-01 00:59:08,0,59,8,0.845229751365811,"Normal"
6,0.76,2024-01-01 00:00:08,0,0,8,0.863184107405226,"Normal"
6,0.76,2024-02-01 00:00:08,0,0,8,0.863184107405226,"Normal"
6,0.76,2024-02-01 00:01:08,0,1,8,0.863184107405226,"Normal"
6,0.76,2024-02-01 00:01:08,0,1,8,0.863184107405226,"Normal"
6,0.76,2024-02-01 00:02:08,0,2,8,0.863184107405226,"Normal"
6,0.76,2024-02-01 00:02:08,0,2,8,0.863184107405226,"Normal"
6,0.77,2024-02-01 00:03:08,0,3,8,0.881138463444641,"Normal"
6,0.77,2024-02-01 00:03:08,0,3,8,0.881138463444641,"Normal"
6,0.77,2024-02-01 00:04:08,0,4,8,0.881138463444641,"Normal"
6,0.77,2024-02-01 00:04:08,0,4,8,0.881138463444641,"Normal"
6,0.78,2024-02-01 00:05:08,0,5,8,0.899092819484056,"Normal"
6,0.78,2024-02-01 00:05:08,0,5,8,0.899092819484056,"Normal"
6,0.78,2024-02-01 00:06:08,0,6,8,0.899092819484056,"Normal"
6,0.78,2024-02-01 00:06:08,0,6,8,0.899092819484056,"Normal"
6,0.78,2024-02-01 00:07:08,0,7,8,0.899092819484056,"Normal"
6,0.78,2024-02-01 00:07:08,0,7,8,0.899092819484056,"Normal"
6,0.79,2024-02-01 00:08:08,0,8,8,0.917047175523471,"Normal"
6,0.79,2024-02-01 00:08:08,0,8,8,0.917047175523471,"Normal"
6,0.79,2024-02-01 00:09:08,0,9,8,0.917047175523471,"Normal"
6,0.79,2024-02-01 00:09:08,0,9,8,0.917047175523471,"Normal"
6,0.8,2024-02-01 00:10:08,0,10,8,0.935001531562886,"Normal"
6,0.8,2024-02-01 00:10:08,0,10,8,0.935001531562886,"Normal"
6,0.8,2024-02-01 00:11:08,0,11,8,0.935001531562886,"Normal"
6,0.8,2024-02-01 00:11:08,0,11,8,0.935001531562886,"Normal"
6,0.8,2024-02-01 00:12:08,0,12,8,0.935001531562886,"Normal"
6,0.8,2024-02-01 00:12:08,0,12,8,0.935001531562886,"Normal"
6,0.81,2024-02-01 00:13:08,0,13,8,0.952955887602301,"Normal"
6,0.81,2024-02-01 00:13:08,0,13,8,0.952955887602301,"Normal"
6,0.81,2024-02-01 00:14:08,0,14,8,0.952955887602301,"Normal"
6,0.81,2024-02-01 00:14:08,0,14,8,0.952955887602301,"Normal"
6,0.82,2024-02-01 00:15:08,0,15,8,0.970910243641715,"Normal"
6,0.82,2024-02-01 00:15:08,0,15,8,0.970910243641715,"Normal"
6,0.82,2024-02-01 00:16:08,0,16,8,0.970910243641715,"Normal"
6,0.82,2024-02-01 00:16:08,0,16,8,0.970910243641715,"Normal"
6,0.82,2024-02-01 00:17:08,0,17,8,0.970910243641715,"Normal"
6,0.82,2024-02-01 00:17:08,0,17,8,0.970910243641715,"Normal"
6,0.83,2024-02-01 00:18:08,0,18,8,0.98886459968113,"Normal"
6,0.83,2024-02-01 00:18:08,0,18,8,0.98886459968113,"Normal"
6,0.83,2024-02-01 00:19:08,0,19,8,0.98886459968113,"Normal"
6,0.83,2024-02-01 00:19:08,0,19,8,0.98886459968113,"Normal"
